Modelo,MAPE,POCID,PBE,"MASE(2020,2021,2022,2023,2024)",RRMSE
MODEL,4571304470751292.0,0.0,-6.090200971200001e+23,"27141421891666669568.0000, 327711536500000030720.0000, 77405306700000002048.0000, 50382721425000013824.0000, 24875761083333337088.0000",0.10303798826929658
MODEL,3.1098611222497788e+16,27.11864406779661,-932.7901479255319,"18.4691, 1.0589, 0.8166, 0.5933, 2.4445",0.3864087759251659
MODEL,2.049650561420574e+16,0.0,-2.7306830948699996e+24,"198004018258333335552.0000, 1356211511333333499904.0000, 263166337216666697728.0000, 106864817425000005632.0000, 351322561491666731008.0000",0.08358368517127604
MODEL,2.1674902719845888e+17,0.0,-2.88767712673e+25,"727728760183333322752.0000, 14286847988083332218880.0000, 6645267232666667712512.0000, 191228639150000013312.0000, 2212903436000000212992.0000",0.35600020724934905
MODEL,0.8013284613410364,57.6271186440678,-51.834918543387346,"1.4070, 3.0350, 1.0569, 1.8693, 0.7859",0.09953781070977627
MODEL,5.105357533430766e+16,0.0,-6.801702579070001e+24,"158509697508333322240.0000, 564653710074999996416.0000, 976907010900000112640.0000, 59772687408333340672.0000, 3908242376666666500096.0000",0.30301669510950713
MODEL,6.17436607656474e+16,0.0,-8.2259080568e+24,"44026230649999998976.0000, 2021551422333333798912.0000, 4656756898449999265792.0000, 32565668350000001024.0000, 100023160883333349376.0000",0.9801776983878677
MODEL,2.0226383366304616e+16,0.0,-2.6946955821799996e+24,"1085788186341666717696.0000, 401899881158333366272.0000, 302241653208333352960.0000, 35190543408333336576.0000, 420459387699999997952.0000",0.03079897140694751
MODEL,1.2432394414695976e+16,0.0,-1.6563276636500005e+24,"58926036958333329408.0000, 645642808075000086528.0000, 276485417291666718720.0000, 141286314525000007680.0000, 257932476191666700288.0000",0.09530400292136894
MODEL,5.364408988134747e+16,0.0,-7.146828446560002e+24,"3477931777666666987520.0000, 601330538608333291520.0000, 957169824958333321216.0000, 646850331616666583040.0000, 272407899283333382144.0000",0.08300824138783124
MODEL,4.936656081286437e+16,0.0,-6.576947095320001e+24,"1009616359050000072704.0000, 2706374907433333555200.0000, 409845600516666687488.0000, 244547140599999987712.0000, 1110405238500000137216.0000",0.11895104281935305
MODEL,1213872003739985.5,49.152542372881356,-458.71736691974877,"1.0623, 25.4746, 6.0269, 2.2609, 3.0806",0.1633889948930039
MODEL,2.7962260706790412e+16,33.898305084745765,-934.3264741988773,"0.8168, 35.7736, 5.3110, 1.5853, 22.6877",0.21152479484623393
MODEL,2.2006483347342744e+16,13.559322033898304,-637.579329009288,"2.6534, 5.3859, 3.2792, 2.8102, 97105647633333338112.0000",0.10841944497067714
MODEL,1.551554524925227e+16,0.0,-2.0670858690400004e+24,"1209039632566666919936.0000, 180295999616666697728.0000, 275473898299999944704.0000, 20156323674999996416.0000, 37605703375000010752.0000",0.291818499681075
MODEL,6071862605211.837,0.0,-8.089346000000002e+20,"77219841666666672.0000, 334989458333333376.0000, 30040525000000000.0000, 65062091666666672.0000, 166800250000000000.0000",0.02637479139695625
MODEL,0.7644217408106087,42.3728813559322,-53.07011837145074,"2.6556, 4.2179, 0.9551, 2.3550, 1.0877",0.0826056014309989
MODEL,1.2716965455468674,45.76271186440678,-79.57724395536898,"0.9789, 1.2564, 1.3552, 4.3655, 5.1493",0.20143498815852773
MODEL,2058251273676765.8,0.0,-2.7421415454e+23,"12464251741666666496.0000, 111331284291666657280.0000, 1631713775000000000.0000, 6915715400000000000.0000, 96168830241666678784.0000",0.08400075159846368
MODEL,9.594869007675202e+16,38.983050847457626,-799.4433834629119,"10.5179, 11.3060, 7.0001, 3.8027, 4.1867",0.05101676217763541
MODEL,108319173940091.36,0.0,-1.4431012910000002e+22,"2934313633333333504.0000, 3383316900000000512.0000, 2442311725000000000.0000, 965029733333333376.0000, 2300872100000000000.0000",0.01867145053180603
